,date,ym,sibc_news_count,sibc_epu_count,sibc_ratio,solomon_islands_abc_news_count,solomon_islands_abc_epu_count,solomon_islands_abc_ratio,solomon_islands_rnz_news_count,solomon_islands_rnz_epu_count,solomon_islands_rnz_ratio,solomon_times_news_count,solomon_times_epu_count,solomon_times_ratio,island_sun_news_count,island_sun_epu_count,island_sun_ratio,solomon_star_news_count,solomon_star_epu_count,solomon_star_ratio,news_total,sibc_weights,solomon_islands_abc_weights,solomon_islands_rnz_weights,solomon_times_weights,island_sun_weights,solomon_star_weights,sibc_z_score,solomon_islands_abc_z_score,solomon_islands_rnz_z_score,solomon_times_z_score,island_sun_z_score,solomon_star_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
0,2015-01-01,2015-1,228.0,1.0,0.0043859649122807015,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,282.0,1.0,0.0035460992907801418,521.0,0.43761996161228406,0.013435700575815739,0.0,0.007677543186180422,0.0,0.5412667946257198,0.14709121192159508,0.0,0.0,0.0,0.0,0.18787016507666435,0.05582689616637657,0.16605793257148374,22.70049131738119,10.56940257832197
1,2015-02-01,2015-2,211.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,258.0,4.0,0.015503875968992248,496.0,0.4254032258064516,0.008064516129032258,0.02217741935483871,0.024193548387096774,0.0,0.5201612903225806,0.0,0.0,0.0,0.0,0.0,0.8213858380096022,0.13689763966826704,0.42725311735176885,58.40645809915021,25.91808545765846
2,2015-03-01,2015-3,266.0,1.0,0.0037593984962406013,16.0,2.0,0.125,32.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,110.0,1.0,0.00909090909090909,428.0,0.6214953271028038,0.037383177570093455,0.07476635514018691,0.009345794392523364,0.0,0.2570093457943925,0.1260781816470815,1.0692792642061058,0.0,0.0,0.0,0.4816307868329031,0.27949803878101503,0.2421136707874783,33.097481080372404,52.91584334052958
3,2015-04-01,2015-4,225.0,3.0,0.013333333333333334,0.0,0.0,0.0,27.0,1.0,0.037037037037037035,13.0,1.0,0.07692307692307693,0.0,0.0,0.0,276.0,7.0,0.025362318840579712,541.0,0.41589648798521256,0.0,0.04990757855822551,0.024029574861367836,0.0,0.5101663585951941,0.44715728424164913,0.0,1.9043624181848353,1.2530932658773775,0.0,1.3436800937004907,0.8247155103340589,0.9966249400427042,136.24086153418747,156.13890149524102
4,2015-05-01,2015-5,213.0,1.0,0.004694835680751174,8.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,186.0,3.0,0.016129032258064516,459.0,0.46405228758169936,0.017429193899782137,0.05664488017429194,0.05664488017429194,0.0,0.40522875816993464,0.15744974797241165,0.0,0.0,0.0,0.0,0.8545062347035378,0.16865933044599157,0.41933541606314095,57.324090599008386,31.931353603490532
5,2015-06-01,2015-6,207.0,0.0,0.0,3.0,0.0,0.0,51.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,143.0,1.0,0.006993006993006993,415.0,0.4987951807228916,0.007228915662650603,0.12289156626506025,0.02650602409638554,0.0,0.344578313253012,0.0,0.0,0.0,0.0,0.0,0.3704852206406947,0.06174753677344912,0.12766117241354058,17.45156820311958,11.690325258873921
6,2015-07-01,2015-7,217.0,0.0,0.0,7.0,0.0,0.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,152.0,3.0,0.019736842105263157,428.0,0.5070093457943925,0.016355140186915886,0.11682242990654206,0.004672897196261682,0.0,0.35514018691588783,0.0,0.0,0.0,0.0,0.0,1.0456457872030134,0.1742742978671689,0.37135084031508886,50.76449161888757,32.99440484247968
7,2015-08-01,2015-8,277.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,399.0,7.0,0.017543859649122806,719.0,0.3852573018080668,0.0013908205841446453,0.048678720445062586,0.009735744089012517,0.0,0.5549374130737135,0.0,0.0,0.0,0.0,0.0,0.9294629219582341,0.15491048699303903,0.5157937494594372,70.5101608206709,29.328359859981944
8,2015-09-01,2015-9,134.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,1.0,0.006134969325153374,321.0,0.4174454828660436,0.0,0.07476635514018691,0.0,0.0,0.5077881619937694,0.0,0.0,0.0,0.0,0.0,0.32502691135962786,0.05417115189327131,0.16504481791781725,22.561996275061137,10.255929521588778
9,2015-10-01,2015-10,60.0,1.0,0.016666666666666666,0.0,0.0,0.0,19.0,0.0,0.0,9.0,1.0,0.1111111111111111,0.0,0.0,0.0,194.0,2.0,0.010309278350515464,282.0,0.2127659574468085,0.0,0.0673758865248227,0.031914893617021274,0.0,0.6879432624113475,0.5589466053020614,0.0,0.0,1.810023606267323,0.0,0.5461792428001994,0.48585824239493064,0.5524318506303839,75.51867131238367,91.98489818534472
10,2015-11-01,2015-11,165.0,1.0,0.006060606060606061,1.0,0.0,0.0,28.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,136.0,1.0,0.007352941176470588,334.0,0.4940119760479042,0.0029940119760479044,0.08383233532934131,0.011976047904191617,0.0,0.40718562874251496,0.2032533110189314,0.0,0.0,0.0,0.0,0.389554312879554,0.09880127064974757,0.25903048763396114,35.41004783339999,18.705507138257705
11,2015-12-01,2015-12,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,0.03636363636363636,84.0,0.0,0.0,0.30952380952380953,0.03571428571428571,0.0,0.6547619047619048,0.0,0.0,0.0,0.0,0.0,1.9265231473316125,0.3210871912219354,1.2614139655147463,172.4381143879673,60.78969134614439
